VariableName,VarLabel,Notes,Code,Value,in2009,in2011,in2013,in2015,in2017,StartYear,EndYear
huse2AFSTv2,"AFS transaction use, past 12 months","AFS transaction use is based on the following AFS: check cashing, money order, and remittance.",99,Unknown,.,y,y,.,.,2011,2013
huse2afstypev2,"Type of AFS used, past 12 months","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",1,Used only transaction AFS,.,.,y,.,.,2013,2013
huse2afstypev2,"Type of AFS used, past 12 months","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",2,Used transaction and credit AFS,.,.,y,.,.,2013,2013
huse2afstypev2,"Type of AFS used, past 12 months","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",3,Used only credit AFS ,.,.,y,.,.,2013,2013
huse2afstypev2,"Type of AFS used, past 12 months","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",4,Did not use any AFS in past 12 months,.,.,y,.,.,2013,2013
huse2afstypev2,"Type of AFS used, past 12 months","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",98,"AFS used, type unknown",.,.,y,.,.,2013,2013
huse2afstypev2,"Type of AFS used, past 12 months","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",99,Use unknown,.,.,y,.,.,2013,2013
huse3afstypev2,"Type of AFS used, past 30 days","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",1,Used only transaction AFS,.,.,y,.,.,2013,2013
huse3afstypev2,"Type of AFS used, past 30 days","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",2,Used transaction and credit AFS,.,.,y,.,.,2013,2013
huse3afstypev2,"Type of AFS used, past 30 days","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",3,Used only credit AFS ,.,.,y,.,.,2013,2013
huse3afstypev2,"Type of AFS used, past 30 days","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",4,Did not use any AFS in past 12 months,.,.,y,.,.,2013,2013
huse3afstypev2,"Type of AFS used, past 30 days","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",98,"AFS used, type unknown",.,.,y,.,.,2013,2013
huse3afstypev2,"Type of AFS used, past 30 days","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",99,Use unknown,.,.,y,.,.,2013,2013
huse2afstype,"Type of AFS used, past 12 months","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, and refund anticipation loan.",1,Used only transaction AFS,.,y,y,y,y,2011,
huse2afstype,"Type of AFS used, past 12 months","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, and refund anticipation loan.",2,Used transaction and credit AFS,.,y,y,y,y,2011,
huse2afstype,"Type of AFS used, past 12 months","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, and refund anticipation loan.",3,Used only credit AFS ,.,y,y,y,y,2011,
huse2afstype,"Type of AFS used, past 12 months","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, and refund anticipation loan.",4,Did not use any AFS in past 12 months,.,y,y,y,y,2011,
huse2afstype,"Type of AFS used, past 12 months","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, and refund anticipation loan.",98,"AFS used, type unknown",.,y,y,y,y,2011,
huse2afstype,"Type of AFS used, past 12 months","Type of AFS used is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, and refund anticipation loan.",99,Use unknown,.,y,y,y,y,2011,
huse2AFSv2,"AFS use, past 12 months","AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, and refund anticipation loan.",1,Has used,.,y,y,y,y,2011,
huse2AFSv2,"AFS use, past 12 months","AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, and refund anticipation loan.",2,Has not used,.,y,y,y,y,2011,
huse2AFSv2,"AFS use, past 12 months","AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, and refund anticipation loan.",99,Unknown,.,y,y,y,y,2011,
huse2AFSv3,"AFS use, past 12 months","AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",1,Has used,.,.,y,.,.,2013,2013
huse2AFSv3,"AFS use, past 12 months","AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",2,Has not used,.,.,y,.,.,2013,2013
huse2AFSv3,"AFS use, past 12 months","AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",99,Unknown,.,.,y,.,.,2013,2013
huse2atl,"Auto title loan, past 12 months",,1,Used in past 12 months,.,.,y,.,.,2013,2013
huse2atl,"Auto title loan, past 12 months",,2,Used but not in past 12 months,.,.,y,.,.,2013,2013
huse2atl,"Auto title loan, past 12 months",,3,Never used,.,.,y,.,.,2013,2013
huse2atl,"Auto title loan, past 12 months",,99,Unknown,.,.,y,.,.,2013,2013
huse2cc,"Check casher, past 12 months",,1,Used in past 12 months,.,y,y,.,.,2011,2013
huse2cc,"Check casher, past 12 months",,2,Used but not in past 12 months,.,y,y,.,.,2011,2013
huse2cc,"Check casher, past 12 months",,3,Never used,.,y,y,.,.,2011,2013
huse2cc,"Check casher, past 12 months",,99,Unknown,.,y,y,.,.,2011,2013
huse2mo,"Money order, past 12 months",,1,Used in past 12 months,.,y,y,.,.,2011,2013
huse2mo,"Money order, past 12 months",,2,Used but not in past 12 months,.,y,y,.,.,2011,2013
huse2mo,"Money order, past 12 months",,3,Never used,.,y,y,.,.,2011,2013
huse2mo,"Money order, past 12 months",,99,Unknown,.,y,y,.,.,2011,2013
huse2pdl,"Payday loan, past 12 months",,1,Used in past 12 months,.,y,y,.,.,2011,2013
huse2pdl,"Payday loan, past 12 months",,2,Used but not in past 12 months,.,y,y,.,.,2011,2013
huse2pdl,"Payday loan, past 12 months",,3,Never used,.,y,y,.,.,2011,2013
huse2pdl,"Payday loan, past 12 months",,99,Unknown,.,y,y,.,.,2011,2013
huse2pp,"Prepaid card, past 12 months",,1,Used in past 12 months,.,.,y,.,.,2013,2013
huse2pp,"Prepaid card, past 12 months",,2,Used but not in past 12 months,.,.,y,.,.,2013,2013
huse2pp,"Prepaid card, past 12 months",,3,Never used,.,.,y,.,.,2013,2013
huse2pp,"Prepaid card, past 12 months",,99,Unknown,.,.,y,.,.,2013,2013
huse2pwn,"Pawn shop loan, past 12 months",,1,Used in past 12 months,.,y,y,.,.,2011,2013
huse2pwn,"Pawn shop loan, past 12 months",,2,Used but not in past 12 months,.,y,y,.,.,2011,2013
huse2pwn,"Pawn shop loan, past 12 months",,3,Never used,.,y,y,.,.,2011,2013
huse2pwn,"Pawn shop loan, past 12 months",,99,Unknown,.,y,y,.,.,2011,2013
huse2ral,"Refund anticipation loan, past 12 months",,1,Used in past 12 months,.,y,y,.,.,2011,2013
huse2ral,"Refund anticipation loan, past 12 months",,2,Used but not in past 12 months,.,y,y,.,.,2011,2013
huse2ral,"Refund anticipation loan, past 12 months",,3,Never used,.,y,y,.,.,2011,2013
huse2ral,"Refund anticipation loan, past 12 months",,99,Unknown,.,y,y,.,.,2011,2013
huse2rm,"Remittance, past 12 months",,1,Used in past 12 months,.,y,y,.,.,2011,2013
huse2rm,"Remittance, past 12 months",,2,Used but not in past 12 months,.,y,y,.,.,2011,2013
huse2rm,"Remittance, past 12 months",,3,Never used,.,y,y,.,.,2011,2013
huse2rm,"Remittance, past 12 months",,99,Unknown,.,y,y,.,.,2011,2013
huse2rto,"Rent-to-own service, past 12 months",,1,Used in past 12 months,.,y,y,.,.,2011,2013
huse2rto,"Rent-to-own service, past 12 months",,2,Used but not in past 12 months,.,y,y,.,.,2011,2013
huse2rto,"Rent-to-own service, past 12 months",,3,Never used,.,y,y,.,.,2011,2013
huse2rto,"Rent-to-own service, past 12 months",,99,Unknown,.,y,y,.,.,2011,2013
huse3AFSC,"AFS credit use, past 30 days","AFS credit use is based on the following AFS: payday loan, pawn shop loan, rent-to-own service, and refund anticipation loan.",1,Has used,.,.,y,.,.,2013,2013
huse3AFSC,"AFS credit use, past 30 days","AFS credit use is based on the following AFS: payday loan, pawn shop loan, rent-to-own service, and refund anticipation loan.",2,Has not used,.,.,y,.,.,2013,2013
huse3AFSC,"AFS credit use, past 30 days","AFS credit use is based on the following AFS: payday loan, pawn shop loan, rent-to-own service, and refund anticipation loan.",99,Unknown,.,.,y,.,.,2013,2013
huse3AFSCv2,"AFS credit use, past 30 days","AFS credit use is based on the following AFS: payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",1,Has used,.,.,y,.,.,2013,2013
huse3AFSCv2,"AFS credit use, past 30 days","AFS credit use is based on the following AFS: payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",2,Has not used,.,.,y,.,.,2013,2013
huse3AFSCv2,"AFS credit use, past 30 days","AFS credit use is based on the following AFS: payday loan, pawn shop loan, rent-to-own service, refund anticipation loan, and auto title loan.",99,Unknown,.,.,y,.,.,2013,2013
huse3AFSTv2,"AFS transaction use, past 30 days","AFS transaction use is based on the following AFS: check cashing, money order, and remittance.",1,Has used,.,y,y,.,.,2011,2013
huse3AFSTv2,"AFS transaction use, past 30 days","AFS transaction use is based on the following AFS: check cashing, money order, and remittance.",2,Has not used,.,y,y,.,.,2011,2013
huse3AFSTv2,"AFS transaction use, past 30 days","AFS transaction use is based on the following AFS: check cashing, money order, and remittance.",99,Unknown,.,y,y,.,.,2011,2013
huse3AFSv2,"AFS use, past 30 days","AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, and refund anticipation loan.",1,Has used,.,.,y,.,.,2013,2013
huse3AFSv2,"AFS use, past 30 days","AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, and refund anticipation loan.",2,Has not used,.,.,y,.,.,2013,2013
huse3AFSv2,"AFS use, past 30 days","AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, and refund anticipation loan.",99,Unknown,.,.,y,.,.,2013,2013
huse3AFSv3,"AFS use, past 30 days","AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",1,Has used,.,.,y,.,.,2013,2013
huse3AFSv3,"AFS use, past 30 days","AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",2,Has not used,.,.,y,.,.,2013,2013
huse3AFSv3,"AFS use, past 30 days","AFS use is based on the following AFS: check cashing, money order, remittance, payday loan, rent-to-own service, pawn shop loan, refund anticipation loan, and auto title loan.",99,Unknown,.,.,y,.,.,2013,2013
huse3atl,"Auto title loan, past 30 days",,1,Used in past 30 days,.,.,y,.,.,2013,2013
huse3atl,"Auto title loan, past 30 days",,2,Used but not in past 30 days,.,.,y,.,.,2013,2013
huse3atl,"Auto title loan, past 30 days",,3,Never used,.,.,y,.,.,2013,2013
huse3atl,"Auto title loan, past 30 days",,99,Unknown,.,.,y,.,.,2013,2013
huse3cc,"Check casher, past 30 days",,1,Used in past 30 days,.,y,y,.,.,2011,2013
huse3cc,"Check casher, past 30 days",,2,Used but not in past 30 days,.,y,y,.,.,2011,2013
huse3cc,"Check casher, past 30 days",,3,Never used,.,y,y,.,.,2011,2013
huse3cc,"Check casher, past 30 days",,99,Unknown,.,y,y,.,.,2011,2013
huse3ccfq,"Check casher, frequency of use in past 30 days",,,,.,y,.,.,.,2011,2011
huse3mo,"Money order, past 30 days",,1,Used in past 30 days,.,y,y,.,.,2011,2013
huse3mo,"Money order, past 30 days",,2,Used but not in past 30 days,.,y,y,.,.,2011,2013
huse3mo,"Money order, past 30 days",,3,Never used,.,y,y,.,.,2011,2013
huse3mo,"Money order, past 30 days",,99,Unknown,.,y,y,.,.,2011,2013
huse3mofq,"Money order, frequency of use in past 30 days",,,,.,y,.,.,.,2011,2011
huse3mopo,"Money order in past 30 days, purchased at post office",,1,Yes,.,y,.,.,.,2011,2011
huse3mopo,"Money order in past 30 days, purchased at post office",,2,No,.,y,.,.,.,2011,2011
huse3mopo,"Money order in past 30 days, purchased at post office",,99,Unknown,.,y,.,.,.,2011,2011
huse3mopo,"Money order in past 30 days, purchased at post office",Households that used money orders in past 30 days,-1,NIU,.,y,.,.,.,2011,2011
huse3pdl,"Payday loan, past 30 days",,1,Used in past 30 days,.,y,y,.,.,2011,2013
huse3pdl,"Payday loan, past 30 days",,2,Used but not in past 30 days,.,y,y,.,.,2011,2013
huse3pdl,"Payday loan, past 30 days",,3,Never used,.,y,y,.,.,2011,2013
huse3pdl,"Payday loan, past 30 days",,99,Unknown,.,y,y,.,.,2011,2013
huse3pp,"Prepaid card, past 30 days",,1,Used in past 30 days,.,.,y,.,.,2013,2013
huse3pp,"Prepaid card, past 30 days",,2,Used but not in past 30 days,.,.,y,.,.,2013,2013
huse3pp,"Prepaid card, past 30 days",,3,Never used,.,.,y,.,.,2013,2013
huse3pp,"Prepaid card, past 30 days",,99,Unknown,.,.,y,.,.,2013,2013
huse3pwn,"Pawn shop loan, past 30 days",,1,Used in past 30 days,.,y,y,.,.,2011,2013
huse3pwn,"Pawn shop loan, past 30 days",,2,Used but not in past 30 days,.,y,y,.,.,2011,2013
huse3pwn,"Pawn shop loan, past 30 days",,3,Never used,.,y,y,.,.,2011,2013
huse3pwn,"Pawn shop loan, past 30 days",,99,Unknown,.,y,y,.,.,2011,2013
huse3rm,"Remittance, past 30 days",,1,Used in past 30 days,.,y,y,.,.,2011,2013
huse3rm,"Remittance, past 30 days",,2,Used but not in past 30 days,.,y,y,.,.,2011,2013
huse3rm,"Remittance, past 30 days",,3,Never used,.,y,y,.,.,2011,2013
huse3rm,"Remittance, past 30 days",,99,Unknown,.,y,y,.,.,2011,2013
huse3rmfq,"Remittance, frequency of use in past 30 days",,,,.,y,.,.,.,2011,2011
huse3rto,"Rent-to-own service, past 30 days",,1,Used in past 30 days,.,.,y,.,.,2013,2013
huse3rto,"Rent-to-own service, past 30 days",,2,Used but not in past 30 days,.,.,y,.,.,2013,2013
huse3rto,"Rent-to-own service, past 30 days",,3,Never used,.,.,y,.,.,2013,2013
huse3rto,"Rent-to-own service, past 30 days",,99,Unknown,.,.,y,.,.,2013,2013
huseafscrsn,AFS credit: Reason used,Reasons for using AFS credit are based on the 2009 survey instrument.,1,To make up for lost income,y,.,.,.,.,2009,2009
huseafscrsn,AFS credit: Reason used,Reasons for using AFS credit are based on the 2009 survey instrument.,2,For basic living expenses,y,.,.,.,.,2009,2009
huseafscrsn,AFS credit: Reason used,Reasons for using AFS credit are based on the 2009 survey instrument.,3,For house repairs or to buy an appliance,y,.,.,.,.,2009,2009
huseafscrsn,AFS credit: Reason used,Reasons for using AFS credit are based on the 2009 survey instrument.,4,For medical expenses,y,.,.,.,.,2009,2009
huseafscrsn,AFS credit: Reason used,Reasons for using AFS credit are based on the 2009 survey instrument.,5,For car repairs,y,.,.,.,.,2009,2009
huseafscrsn,AFS credit: Reason used,Reasons for using AFS credit are based on the 2009 survey instrument.,6,For school or childcare expenses,y,.,.,.,.,2009,2009
huseafscrsn,AFS credit: Reason used,Reasons for using AFS credit are based on the 2009 survey instrument.,7,For special gifts or luxuries,y,.,.,.,.,2009,2009
huseafscrsn,AFS credit: Reason used,Reasons for using AFS credit are based on the 2009 survey instrument.,8,Other,y,.,.,.,.,2009,2009
huseafscrsn,AFS credit: Reason used,Reasons for using AFS credit are based on the 2009 survey instrument.,99,Unknown,y,.,.,.,.,2009,2009
huseafscrsn,AFS credit: Reason used,Households that ever used AFS credit,-1,NIU,y,.,.,.,.,2009,2009
huseafscrsnv2,AFS credit: Reason used,Reasons for using AFS credit are based on the 2011 survey instrument.,1,To make up for job loss or decrease in income,.,y,.,.,.,2011,2011
huseafscrsnv2,AFS credit: Reason used,Reasons for using AFS credit are based on the 2011 survey instrument.,2,For basic living expenses,.,y,.,.,.,2011,2011
huseafscrsnv2,AFS credit: Reason used,Reasons for using AFS credit are based on the 2011 survey instrument.,3,For house or car repairs or to buy an appliance,.,y,.,.,.,2011,2011
huseafscrsnv2,AFS credit: Reason used,Reasons for using AFS credit are based on the 2011 survey instrument.,4,"For medical, dental or death expenses",.,y,.,.,.,2011,2011
huseafscrsnv2,AFS credit: Reason used,Reasons for using AFS credit are based on the 2011 survey instrument.,5,For school or childcare expenses,.,y,.,.,.,2011,2011
huseafscrsnv2,AFS credit: Reason used,Reasons for using AFS credit are based on the 2011 survey instrument.,6,For special gifts or luxuries,.,y,.,.,.,2011,2011
huseafscrsnv2,AFS credit: Reason used,Reasons for using AFS credit are based on the 2011 survey instrument.,7,For legal expenses,.,y,.,.,.,2011,2011
huseafscrsnv2,AFS credit: Reason used,Reasons for using AFS credit are based on the 2011 survey instrument.,8,Other,.,y,.,.,.,2011,2011
huseafscrsnv2,AFS credit: Reason used,Reasons for using AFS credit are based on the 2011 survey instrument.,99,Unknown,.,y,.,.,.,2011,2011
huseafscrsnv2,AFS credit: Reason used,Households that used AFS credit in past 12 months,-1,NIU,.,y,.,.,.,2011,2011
huseatl,Auto title loan use,,1,Used: In past 30 days,.,.,y,.,.,2013,2013
huseatl,Auto title loan use,,2,Used: Not in past 30 days but in past 12 months,.,.,y,.,.,2013,2013
huseatl,Auto title loan use,,3,Used: Not in past 12 months,.,.,y,.,.,2013,2013
huseatl,Auto title loan use,,4,Never used,.,.,y,.,.,2013,2013
huseatl,Auto title loan use,,99,Use unknown,.,.,y,.,.,2013,2013
husecc,Check casher use,,1,Used: In past 30 days,.,y,y,.,.,2011,2013
husecc,Check casher use,,2,Used: Not in past 30 days but in past 12 months,.,y,y,.,.,2011,2013
husecc,Check casher use,,3,Used: Not in past 12 months,.,y,y,.,.,2011,2013
husecc,Check casher use,,4,Never used,.,y,y,.,.,2011,2013
husecc,Check casher use,,99,Use unknown,.,y,y,.,.,2011,2013
huseccrsn,Check casher: Reason used,Reasons for using check casher are based on the 2009 survey instrument.,1,Do not have a bank account,y,.,.,.,.,2009,2009
huseccrsn,Check casher: Reason used,Reasons for using check casher are based on the 2009 survey instrument.,2,To get money faster,y,.,.,.,.,2009,2009
huseccrsn,Check casher: Reason used,Reasons for using check casher are based on the 2009 survey instrument.,3,The place is more convenient,y,.,.,.,.,2009,2009
huseccrsn,Check casher: Reason used,Reasons for using check casher are based on the 2009 survey instrument.,4,A bank charges more to cash checks,y,.,.,.,.,2009,2009
huseccrsn,Check casher: Reason used,Reasons for using check casher are based on the 2009 survey instrument.,5,The place to cash checks asks for fewer IDs,y,.,.,.,.,2009,2009
huseccrsn,Check casher: Reason used,Reasons for using check casher are based on the 2009 survey instrument.,6,Feel more comfortable than at a bank,y,.,.,.,.,2009,2009
huseccrsn,Check casher: Reason used,Reasons for using check casher are based on the 2009 survey instrument.,7,Other,y,.,.,.,.,2009,2009
huseccrsn,Check casher: Reason used,Reasons for using check casher are based on the 2009 survey instrument.,99,Unknown,y,.,.,.,.,2009,2009
huseccrsn,Check casher: Reason used,Households that ever used nonbank check cashers,-1,NIU,y,.,.,.,.,2009,2009
huseccrsnv2,Check casher: Reason used,Reasons for using check casher are based on the 2011 survey instrument.,1,Banks do not cash checks,.,y,.,.,.,2011,2011
huseccrsnv2,Check casher: Reason used,Reasons for using check casher are based on the 2011 survey instrument.,2,To get money faster,.,y,.,.,.,2011,2011
huseccrsnv2,Check casher: Reason used,Reasons for using check casher are based on the 2011 survey instrument.,3,The place to cash checks has more convenient hours or location,.,y,.,.,.,2011,2011
huseccrsnv2,Check casher: Reason used,Reasons for using check casher are based on the 2011 survey instrument.,4,A bank charges more to cash checks,.,y,.,.,.,2011,2011
huseccrsnv2,Check casher: Reason used,Reasons for using check casher are based on the 2011 survey instrument.,5,The place to cash checks asks for fewer IDs,.,y,.,.,.,2011,2011
huseccrsnv2,Check casher: Reason used,Reasons for using check casher are based on the 2011 survey instrument.,6,The place to cash checks feels more comfortable than a bank,.,y,.,.,.,2011,2011
huseccrsnv2,Check casher: Reason used,Reasons for using check casher are based on the 2011 survey instrument.,7,Do not have a bank account,.,y,.,.,.,2011,2011
huseccrsnv2,Check casher: Reason used,Reasons for using check casher are based on the 2011 survey instrument.,8,Do not trust banks,.,y,.,.,.,2011,2011
huseccrsnv2,Check casher: Reason used,Reasons for using check casher are based on the 2011 survey instrument.,9,Other,.,y,.,.,.,2011,2011
huseccrsnv2,Check casher: Reason used,Reasons for using check casher are based on the 2011 survey instrument.,99,Unknown,.,y,.,.,.,2011,2011
huseccrsnv2,Check casher: Reason used,Households that used nonbank check cashers in past 12 months,-1,NIU,.,y,.,.,.,2011,2011
husemo,Money order use,,1,Used: In past 30 days,.,y,y,.,.,2011,2013
husemo,Money order use,,2,Used: Not in past 30 days but in past 12 months,.,y,y,.,.,2011,2013
husemo,Money order use,,3,Used: Not in past 12 months,.,y,y,.,.,2011,2013
husemo,Money order use,,4,Never used,.,y,y,.,.,2011,2013
husemo,Money order use,,99,Use unknown,.,y,y,.,.,2011,2013
husemorsn,Money order: Reason used,Reasons for using money order are based on the 2009 survey instrument.,1,Banks do not sell money orders,y,.,.,.,.,2009,2009
husemorsn,Money order: Reason used,Reasons for using money order are based on the 2009 survey instrument.,2,The place to purchase money orders is more convenient than a bank,y,.,.,.,.,2009,2009
husemorsn,Money order: Reason used,Reasons for using money order are based on the 2009 survey instrument.,3,Banks charge more for money orders,y,.,.,.,.,2009,2009
husemorsn,Money order: Reason used,Reasons for using money order are based on the 2009 survey instrument.,4,The place feels more comfortable than a bank,y,.,.,.,.,2009,2009
husemorsn,Money order: Reason used,Reasons for using money order are based on the 2009 survey instrument.,5,Other,y,.,.,.,.,2009,2009
husemorsn,Money order: Reason used,Reasons for using money order are based on the 2009 survey instrument.,99,Unknown,y,.,.,.,.,2009,2009
husemorsn,Money order: Reason used,Households that ever used nonbank money orders,-1,NIU,y,.,.,.,.,2009,2009
husemorsnv2,Money order: Reason used,Reasons for using money order are based on the 2011 survey instrument.,1,Banks do not sell money orders,.,y,.,.,.,2011,2011
husemorsnv2,Money order: Reason used,Reasons for using money order are based on the 2011 survey instrument.,2,The place to purchase money orders has more convenient hours or location,.,y,.,.,.,2011,2011
husemorsnv2,Money order: Reason used,Reasons for using money order are based on the 2011 survey instrument.,3,A bank charges more for money orders,.,y,.,.,.,2011,2011
husemorsnv2,Money order: Reason used,Reasons for using money order are based on the 2011 survey instrument.,4,The place to purchase money orders feels more comfortable than a bank,.,y,.,.,.,2011,2011
husemorsnv2,Money order: Reason used,Reasons for using money order are based on the 2011 survey instrument.,5,Do not have a bank account,.,y,.,.,.,2011,2011
husemorsnv2,Money order: Reason used,Reasons for using money order are based on the 2011 survey instrument.,6,Do not trust banks,.,y,.,.,.,2011,2011
husemorsnv2,Money order: Reason used,Reasons for using money order are based on the 2011 survey instrument.,7,Other,.,y,.,.,.,2011,2011
husemorsnv2,Money order: Reason used,Reasons for using money order are based on the 2011 survey instrument.,99,Unknown,.,y,.,.,.,2011,2011
husemorsnv2,Money order: Reason used,Households that used nonbank money orders in past 12 months,-1,NIU,.,y,.,.,.,2011,2011
husepdl,Payday loan use,,1,Used: In past 30 days,.,y,y,.,.,2011,2013
husepdl,Payday loan use,,2,Used: Not in past 30 days but in past 12 months,.,y,y,.,.,2011,2013
husepdl,Payday loan use,,3,Used: Not in past 12 months,.,y,y,.,.,2011,2013
husepdl,Payday loan use,,4,Never used,.,y,y,.,.,2011,2013
husepdl,Payday loan use,,99,Use unknown,.,y,y,.,.,2011,2013
husepdlol,Online payday loan use,,1,Has taken out online payday loan,.,.,y,.,.,2013,2013
husepdlol,Online payday loan use,,2,Has not taken out online payday loan,.,.,y,.,.,2013,2013
husepdlol,Online payday loan use,Households that used payday loans in past 12 months,-1,NIU,.,.,y,.,.,2013,2013
husepdlol,Online payday loan use,,99,Unknown,.,.,y,.,.,2013,2013
husepdlrsn,Payday loan: Reason used,Reasons for using payday loan are based on the 2009 survey instrument.,1,The payday loan service is more convenient,y,.,.,.,.,2009,2009
husepdlrsn,Payday loan: Reason used,Reasons for using payday loan are based on the 2009 survey instrument.,2,It is easier to get a payday loan than to qualify for a bank loan,y,.,.,.,.,2009,2009
husepdlrsn,Payday loan: Reason used,Reasons for using payday loan are based on the 2009 survey instrument.,3,A payday loan service feels more comfortable than using a bank,y,.,.,.,.,2009,2009
husepdlrsn,Payday loan: Reason used,Reasons for using payday loan are based on the 2009 survey instrument.,4,Do not qualify for a bank loan,y,.,.,.,.,2009,2009
husepdlrsn,Payday loan: Reason used,Reasons for using payday loan are based on the 2009 survey instrument.,5,Other,y,.,.,.,.,2009,2009
husepdlrsn,Payday loan: Reason used,Reasons for using payday loan are based on the 2009 survey instrument.,99,Unknown,y,.,.,.,.,2009,2009
husepdlrsn,Payday loan: Reason used,Households that ever used payday loans,-1,NIU,y,.,.,.,.,2009,2009
husepdlrsnv2,Payday loan: Reason used,Reasons for using payday loan are based on the 2011 survey instrument.,1,Banks do not make small dollar loans,.,y,.,.,.,2011,2011
husepdlrsnv2,Payday loan: Reason used,Reasons for using payday loan are based on the 2011 survey instrument.,2,The place to get payday loans has more convenient hours or location,.,y,.,.,.,2011,2011
husepdlrsnv2,Payday loan: Reason used,Reasons for using payday loan are based on the 2011 survey instrument.,3,It is easier or faster to get a payday loan than to qualify for a bank loan,.,y,.,.,.,2011,2011
husepdlrsnv2,Payday loan: Reason used,Reasons for using payday loan are based on the 2011 survey instrument.,4,The place to get payday loans feels more comfortable than a bank,.,y,.,.,.,2011,2011
husepdlrsnv2,Payday loan: Reason used,Reasons for using payday loan are based on the 2011 survey instrument.,5,Do not qualify for a bank loan,.,y,.,.,.,2011,2011
husepdlrsnv2,Payday loan: Reason used,Reasons for using payday loan are based on the 2011 survey instrument.,6,Do not trust banks,.,y,.,.,.,2011,2011
husepdlrsnv2,Payday loan: Reason used,Reasons for using payday loan are based on the 2011 survey instrument.,7,Other,.,y,.,.,.,2011,2011
husepdlrsnv2,Payday loan: Reason used,Reasons for using payday loan are based on the 2011 survey instrument.,99,Unknown,.,y,.,.,.,2011,2011
husepdlrsnv2,Payday loan: Reason used,Households that used payday loans in past 12 months,-1,NIU,.,y,.,.,.,2011,2011
husepp,Prepaid card use,,1,Used: In past 30 days,.,.,y,.,.,2013,2013
husepp,Prepaid card use,,2,Used: Not in past 30 days but in past 12 months,.,.,y,.,.,2013,2013
husepp,Prepaid card use,,3,Used: Not in past 12 months,.,.,y,.,.,2013,2013
husepp,Prepaid card use,,4,Never used,.,.,y,.,.,2013,2013
husepp,Prepaid card use,,99,Use unknown,.,.,y,.,.,2013,2013
